date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:39	120356/120356	---M--	200	added ('OK')	application/octet-stream	etag:%221509783472.0-120356-659565003%22	http://127.0.0.1:48626/static/fonts/Source_Code_Pro/SourceCodePro-Black.ttf	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/static/fonts/Source_Code_Pro/SourceCodePro-Black.ttf	(from http://127.0.0.1:48626/static/fonts/Source_Code_Pro/source_code.css)
12:44:41	1286/1286	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:44:41%20GMT	http://127.0.0.1:48626/static/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/static/fonts/fontawesome-webfont.d63e6e.delayed	(from http://127.0.0.1:48626/static/fonts/font-awesome.min.css)
12:44:44	1269/1269	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:44:44%20GMT	http://127.0.0.1:48626/icons/CHOP/bone.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/CHOP/bone.d7.delayed	(from http://127.0.0.1:48626/icons/CHOP/inversekin.svg)
12:44:47	1268/1268	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:44:47%20GMT	http://127.0.0.1:48626/icons/COP2/Sky.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/COP2/Sky.d8.delayed	(from http://127.0.0.1:48626/icons/COP2/skyenvmap.svg)
12:44:49	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%221509783472.0-165548-3179095140%22	http://127.0.0.1:48626/static/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/static/fonts/fontawesome-webfont3e6e.ttf	(from http://127.0.0.1:48626/static/fonts/font-awesome.min.css)
12:44:49	1283/1283	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:44:49%20GMT	http://127.0.0.1:48626/icons/FUR/isolate_groom_parts.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/FUR/isolate_groom_parts.d9.delayed	(from http://127.0.0.1:48626/icons/FUR/isolate_parts.svg)
12:44:52	1269/1269	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:44:52%20GMT	http://127.0.0.1:48626/icons/SHOP/shop.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/SHOP/shop.da.delayed	(from http://127.0.0.1:48626/icons/SHOP/vopmaterial.svg)
12:44:54	1272/1272	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:44:54%20GMT	http://127.0.0.1:48626/icons/SHELF/muscle.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/SHELF/muscle.db.delayed	(from http://127.0.0.1:48626/icons/SHELF/point_to_point_muscle.svg)
12:44:57	1271/1271	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:44:57%20GMT	http://127.0.0.1:48626/icons/CHOP/Jiggle.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/CHOP/Jiggle.dc.delayed	(from http://127.0.0.1:48626/icons/CHOP/jiggle.svg)
12:45:02	8692/-1	---M--	200	added ('OK')	image/svg+xml	etag:%22/icons/SOP/capture.svg.2017-10-21%2005:54:40%22	http://127.0.0.1:48626/icons/SOP/capture.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/SOP/capture.svg	(from http://127.0.0.1:48626/icons/SOP/deltamush.svg)
12:45:02	1289/1289	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:45:02%20GMT	http://127.0.0.1:48626/icons/VIEW/VIEW_display_lock_camera.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/VIEW/VIEW_display_lock_camera.de.delayed	(from http://127.0.0.1:48626/icons/VIEW/display_lock_camera.svg)
12:45:05	1275/1275	---M--	404	error ('NOT%20FOUND')	text/html	date:Tue,%2022%20Jan%202019%2011:45:05%20GMT	http://127.0.0.1:48626/icons/COP2/3D_Glasses.svg	C:/Users/popo/Desktop/M-A-R-C/Temp/houdini2/127.0.0.1_48626/icons/COP2/3D_Glasses.df.delayed	(from http://127.0.0.1:48626/icons/COP2/anaglyph.svg)
